,time_ms,delta_ms,accel__x,accel__y,accel__z,gyro__x,gyro__y,gyro__z,CF_angle__x,CF_angle__y,kalman__x,kalman__y,comp_heading,heading
0,0.0,0,-51.1323787725481,-3775.0652621504105,-6747.409358919075,-0.02500266999998413,-13.665839530000001,3.99490091,-145.6607177000571,121.69306377930907,-145.18551715967317,139.3710250481318,150.1236408114126,167.2347389753272
1,11.221,11,-76.27942726352886,-2921.0391572902463,-7093.645615351445,0.3946000100000159,-13.922263390000001,3.9094262900000003,-152.6678426166427,156.20500270472024,-151.59699717665652,165.39558037453267,147.4287995749524,159.21564213273786
2,122.169,110,-82.55461377335334,-2035.4234943741476,-7399.387369210866,0.5481520100000159,-14.214012190000002,3.8249726900000005,-159.7774094796235,169.98177015472993,-158.13838406130785,176.9471815005903,145.070684249055,152.23279708522077
3,231.608,109,-82.55461377335334,-1425.6540966244886,-7589.23242152652,1.3593509300000162,-14.550736270000002,3.6489578300000005,-165.20299573710986,175.48408032628475,-163.56460130567146,182.6009415779302,144.98021926682657,149.63573041030546
4,340.924,109,-82.55461377335334,-1267.3924579746931,-7684.339452915912,1.4281500800000162,-14.764778070000002,3.6107360800000006,-168.43432861127445,177.73870508701432,-167.43897883666799,185.34297638823767,143.95313244209493,147.93178862842336
5,450.127,109,-84.332768264012,-1267.3924579746931,-7745.403671749547,-0.0013302799999839188,-14.871797990000003,4.130547120000001,-170.36970024933117,178.67838383565817,-170.24726428975828,186.54861303953052,143.40830872835772,147.3120638148575
6,559.3679999999999,109,-87.54059381487039,-1233.0812865192672,-7768.442203049728,0.1286879300000161,-15.193019450000003,3.908751350000001,-170.68430085070332,178.95549088669952,-171.02149730435906,186.79478373440108,143.1228416317509,146.88244153162543
7,668.649,109,-87.54059381487039,-1233.0812865192672,-7777.439193097902,0.24338468000001612,-15.452998750000003,3.228217300000001,-170.82242708569987,179.09127865050777,-171.41900152203712,186.71058682594614,143.09090193101983,146.85019850327788
8,777.92,109,-84.332768264012,-1225.89246255352,-7783.065321829837,-1.243966359999984,-15.623424390000002,3.1507511000000012,-171.55331973003604,179.19586199461418,-172.43547205336887,186.5215987231723,143.03794590163523,146.76560708963822
9,888.981,111,-82.55461377335334,-1193.1092631469362,-7792.984871655293,-0.779563959999984,-15.855625590000002,3.135271020000001,-171.21291691480582,179.2213023299965,-172.04949073941953,186.17886578627426,142.9526278820369,146.5664190050299
10,999.494,110,-84.332768264012,-1207.199334732897,-7805.790922993176,2.266962040000016,-15.910027840000003,2.350324270000001,-169.99172264768436,179.29536516669705,-170.50471593040567,185.89327510855233,142.83972688528914,146.48593074338788
11,1110.66,111,-73.27923091340315,-1225.89246255352,-7805.790922993176,9.985244920000017,-15.080854880000004,1.893116750000001,-167.55416812372073,179.7270962773768,-167.35451171763862,186.03430863507276,142.83484800756753,146.54338629059822
12,1221.313,110,-73.27923091340315,-1233.0812865192672,-7805.790922993176,17.723676880000017,-14.738996440000005,1.893116750000001,-166.54019285236143,179.70486291364872,-165.8579286652227,185.67411564386475,142.81903864347092,146.5537270096684
13,1332.415,111,-73.27923091340315,-1253.8487719115603,-7805.790922993176,25.313634640000018,-14.421781080000004,1.428899150000001,-166.1047939834155,179.6861123361575,-165.2516813180869,185.2969174789111,142.78548580931815,146.60148860524458
14,1442.8600000000001,110,-71.33119698167545,-1253.8487719115603,-7792.984871655293,31.990838040000018,-14.802226390000005,1.048453840000001,-166.28689048493322,179.40761024098668,-165.56461048347288,184.6046613649583,142.77056865374297,146.5922689111935
15,1553.923,111,-42.218661636125745,-1580.319600839738,-7718.674553795905,38.58648528000002,-15.560880650000005,1.373591380000001,-164.9340083367282,179.27155105830485,-164.69199508921258,184.02465757508426,143.6590997957661,148.75314144597795
16,1664.43,110,-12.767538548041891,-2205.3917605038428,-7529.604732277543,44.50794516000002,-16.313674370000005,2.087581300000001,-161.80995945394037,179.34921145955155,-162.32566584051534,183.72610978290723,145.2448339797198,153.16793523657375
17,1775.453,111,22.339476871174867,-2952.835056302306,-7216.162839366525,48.50262466000002,-16.966501370000003,2.064266050000001,-157.77356271950956,-36.41502185650225,-159.18036985991975,3.561837086074462,147.30434302892886,159.48813650853393
18,1886.5510000000002,111,45.70447772150255,-3761.301033781384,-6759.297703619915,49.162729560000024,-17.28490491,1.815755970000001,-153.38878484712717,-122.46092243308561,-155.8122166162514,-91.40102097678641,149.74211247209914,167.5793148840815
19,1997.491,110,47.42268663290153,-4553.9806202688305,-6240.778622171949,44.63685975000002,-17.33148333,1.730362200000001,-149.4946214063284,-156.74177598489456,-153.06923901550223,-141.19855264676806,152.59488268133393,176.4208378004295
